iter,episode_seed,topology_seed,rollout_steps,rollout_post_eq_enabled_mean,rollout_post_eq_layer_dim_mean,rollout_reward_mean,rollout_reward_raw_env_mean,rollout_blank_ratio_mean,rollout_post_decode_drop_ratio_mean,rollout_final_blank_ratio_mean,rollout_cap_drop_count_mean,rollout_fallback_success_count_mean,rollout_insert_fallback_success_count_mean,rollout_over_cap_keep_count_mean,rollout_over_cap_block_count_mean,rollout_over_cap_extra_block_count_mean,rollout_over_cap_quality_block_count_mean,rollout_over_cap_tb_err_block_count_mean,rollout_final_blank_count_mean,rollout_action_fill_ratio_mean,rollout_action_unique_ue_mean,rollout_candidate_unique_ue_mean,rollout_demand_active_ue_mean,rollout_candidate_coverage_ratio_mean,rollout_unserved_demand_ue_mean,rollout_planned_unserved_demand_ue_mean,rollout_actual_unserved_backlog_bytes_mean,rollout_accepted_pre_pdsch_ue_diagnostics_available_mean,rollout_actual_ue_diagnostics_available_mean,rollout_native_reject_diagnostics_available_mean,rollout_native_reject_wrong_cell_slot_count_mean,rollout_native_reject_empty_slot_count_mean,rollout_native_reject_prg_mask_count_mean,rollout_native_reject_oob_slot_count_mean,rollout_native_reject_duplicate_ue_count_mean,rollout_python_preflight_wrong_cell_slot_count_mean,rollout_python_preflight_empty_slot_count_mean,rollout_python_preflight_prg_mask_count_mean,rollout_python_preflight_oob_slot_count_mean,rollout_python_preflight_duplicate_ue_count_mean,rollout_native_slot_layout_available_mean,rollout_native_slot_count_abs_delta_sum_mean,rollout_native_cell_start_abs_delta_sum_mean,rollout_native_slot_to_cell_mismatch_count_mean,rollout_planned_accepted_pre_pdsch_prg_gap_count_mean,rollout_planned_accepted_pre_pdsch_prg_gap_ratio_mean,rollout_accepted_pre_pdsch_actual_prg_gap_count_mean,rollout_accepted_pre_pdsch_actual_prg_gap_ratio_mean,rollout_planned_native_prg_gap_count_mean,rollout_planned_native_prg_gap_ratio_mean,rollout_no_service_streak_p90_mean,rollout_no_service_streak_max_mean,rollout_recent100_service_rate_p10_mean,rollout_recent100_service_rate_p50_mean,rollout_recent100_unserved_backlog_p90_bytes_mean,rollout_recent100_debt_score_p90_bytes_mean,rollout_recent100_debt_score_max_bytes_mean,rollout_backlog_p90_bytes_mean,rollout_backlog_max_bytes_mean,rollout_goodput_mbps_mean,rollout_tb_err_rate_mean,rollout_expiry_drop_rate_mean,rollout_prg_utilization_ratio_mean,rollout_prg_reuse_ratio_mean,rollout_packet_completed_count_mean,rollout_packet_effective_service_rate_mbps_mean,rollout_conflict_mean,rollout_ici_mean,rollout_active_prg_goodput_efficiency_mean,rollout_harmful_packing_penalty_mean,rollout_backlog_debt_penalty_mean,rollout_backlog_debt_coef_mean,rollout_backlog_debt_weighted_penalty_mean,rollout_packet_rate_bonus_mean,rollout_packet_completion_bonus_mean,rollout_aged_backlog_penalty_mean,rollout_aged_backlog_coef_mean,rollout_aged_backlog_weighted_penalty_mean,rollout_coverage_repair_count_mean,rollout_entropy_mean,policy_loss,value_loss,entropy_mean,approx_kl_mean,teacher_aux_loss,teacher_aux_coef,num_updates,stopped_by_target_kl,epochs_completed,collect_time_s,update_time_s,iter_time_s,adv_mean,adv_std,return_mean
11.0,42.0,42.0,1024.0,1.0,4.0,-0.009034867778807996,82.67706270515919,0.02018229250643344,0.25124462082385435,0.27142691327026114,12.8134765625,11.6884765625,0.0,0.0,0.0,0.0,0.0,0.0,13.8427734375,0.7285730867297389,16.7265625,27.1328125,27.1328125,1.0,10.40625,10.40625,87743.7578125,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8704098630696535,4.671875,0.4822500380105339,0.6365942301927134,7166.101448535919,15627.471864700317,31646.625601768494,19281.74507331848,30664.5078125,1560.3148007392883,0.0970506144076353,0.0,0.7285730858275201,0.6567856199690141,35.8359375,18.021683777682483,0.6063591584679671,0.3293592046829872,21.186347465116405,0.052047570535802945,3.3693807151681394,0.0,0.0,1.0232579040052106,0.6867864368736825,1.9877150944344981,0.0,0.0,0.0,1.6901623198064044,-0.0034794571085108653,0.3267824540535609,1.6692927440007528,0.023683362536960177,0.0,0.0,45.0,1.0,3.0,75.10237247822806,3.6344779701903462,78.78965343721211,-4.2957253754138947e-08,1.0,5.490574836730957
12.0,42.0,42.0,1024.0,1.0,4.0,0.0016712548347982484,82.85803621634841,0.002738204753768514,0.2668696220516722,0.2696078268054407,13.6103515625,11.8505859375,0.0,0.0,0.0,0.0,0.0,0.0,13.75,0.7303921731945593,16.8662109375,27.115234375,27.115234375,1.0,10.2490234375,10.2490234375,75544.8203125,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75839813798666,4.0380859375,0.5109527015010826,0.6367062699864618,5955.839860916138,13100.56826877594,22499.362442970276,18058.538827896118,28200.25,1563.971052467823,0.09794560494628968,0.0,0.7303921726124827,0.666815869655693,35.966796875,18.737024571746588,0.6114238813170232,0.3312584068335127,21.21184938487056,0.05287983688603772,3.2168075398684906,0.0,0.0,1.0496906486515607,0.688705616845811,1.8210826758856569,0.0,0.0,0.0,1.653619956690818,0.0014673926818527673,0.572351327852199,1.6606021680329974,0.0214609190037376,0.0,0.0,38.0,1.0,3.0,75.72608486702666,3.0631698882207274,78.84179480792955,4.6566128730773926e-09,1.0,5.210158824920654
13.0,42.0,42.0,1024.0,1.0,4.0,0.010426089683592463,82.97928609326482,0.0010723039595177397,0.26302081685571466,0.2640931208152324,13.4140625,12.6337890625,0.0,0.0,0.0,0.0,0.0,0.0,13.46875,0.7359068791847676,17.306640625,27.390625,27.390625,1.0,10.083984375,10.083984375,72090.7578125,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6454099137336016,3.26953125,0.5296526991587598,0.6235133534646593,5133.968602895737,11514.995571613312,16537.31609916687,17153.466444015503,26593.34375,1567.096802353859,0.10011252535696258,0.0,0.7359068781370297,0.6764235061418731,36.12890625,19.007713409140706,0.6136546571506187,0.3344721221947111,21.208683782928354,0.0559626154260824,3.1662158828267306,0.0,0.0,1.0596664072215174,0.6913703838658073,1.700506905308296,0.0,0.0,0.0,1.6836217420641333,0.00961013895769914,0.6235157509644826,1.672929048538208,0.020157485206921896,0.0,0.0,30.0,1.0,2.0,76.67470501037315,2.42092474270612,79.1484928932041,-5.9371814131736755e-09,1.0,4.67218542098999
14.0,42.0,42.0,1024.0,1.0,4.0,0.01302664479078524,83.06169245764613,0.00032552084485359956,0.2687078567669232,0.2690333776117768,13.7041015625,11.7529296875,0.0,0.0,0.0,0.0,0.0,0.0,13.720703125,0.7309666223882232,16.6630859375,27.1640625,27.1640625,1.0,10.5009765625,10.5009765625,85087.359375,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7932614497840405,3.513671875,0.4936945532972459,0.5962091268738732,6350.998126506805,14044.96389579773,22048.8362865448,19316.02456665039,31367.7109375,1568.4237978458405,0.09752340511113289,0.0,0.7309666209039278,0.662576504109893,36.1552734375,17.931010564789176,0.6113185647409409,0.3312116193701513,21.216825243305998,0.054844028338355756,3.330991809057071,0.0,0.0,1.020543194046542,0.691254370487937,1.883675788572269,0.0,0.0,0.0,1.6163153810775839,-0.006346537160777276,0.44580892497493374,1.634549363966911,0.027907769165692792,0.0,0.0,31.0,1.0,2.0,75.5375167732127,2.4990525441244245,78.08911986183375,2.8405338525772095e-08,1.0,3.548783302307129
15.0,42.0,42.0,1024.0,1.0,4.0,0.017552260326269373,83.12622429430485,0.0005744485497416463,0.25405942020552175,0.25463386869523674,12.95703125,12.6640625,0.0,0.0,0.0,0.0,0.0,0.0,12.986328125,0.7453661313047633,17.2451171875,27.255859375,27.255859375,1.0,10.0107421875,10.0107421875,85907.921875,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6502927113324404,3.2373046875,0.5511964868637733,0.6316028488217853,6204.259592056274,13577.314224243164,22575.92095184326,18986.695801734924,31535.5859375,1571.2234253883362,0.10010235309891868,0.0,0.7453661300532985,0.6748037269426277,36.3056640625,18.037478545680642,0.6191310675931163,0.33417135910713114,21.024639982488637,0.057300922189975775,3.343533400245523,0.0,0.0,1.024723708876929,0.6938355805726585,1.8442435237220356,0.0,0.0,0.0,1.6915779138216749,0.00016638015707333884,0.4180051462169279,1.6847037056036163,0.020136066173252306,0.0,0.0,57.0,1.0,4.0,77.51371431583539,5.4679898782633245,83.06943042902276,-9.080395102500916e-09,1.0,3.7585973739624023
16.0,42.0,42.0,1024.0,1.0,4.0,-0.01865016248403413,82.52928579971194,0.0005361519797588699,0.26256125837244326,0.26309741035220213,13.390625,13.1181640625,0.0,0.0,0.0,0.0,0.0,0.0,13.41796875,0.7369025896477979,17.2685546875,26.9755859375,26.9755859375,1.0,9.70703125,9.70703125,72913.2734375,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5619137864559889,3.0830078125,0.5554904130694922,0.6413263909053057,5452.7347111701965,12065.528942584991,18194.641856193542,18033.184858322144,28676.3671875,1558.282675743103,0.09858131047076313,0.0,0.7369025889784098,0.660142531938618,35.8515625,18.611585149541497,0.6055166335427202,0.3273042532673571,21.046389532014892,0.053219270502548294,3.1806761957036267,0.0,0.0,1.04519417672614,0.6871554934574764,1.7320646448244603,0.0,0.0,0.0,1.647971511585638,0.003861892336447324,0.284409513430936,1.6426335168736321,0.02146281029230782,0.0,0.0,56.0,1.0,4.0,103.62957550212741,5.402415745891631,109.11977971391752,-4.656612873077393e-10,1.0,3.012458086013794
17.0,42.0,42.0,1024.0,1.0,4.0,-0.0053244360093719365,82.74505034089088,0.000919117679586634,0.25072761881165206,0.2516467364912387,12.787109375,15.888671875,0.0,0.0,0.0,0.0,0.0,0.0,12.833984375,0.7483532635087613,17.376953125,26.8330078125,26.8330078125,1.0,9.4560546875,9.4560546875,93711.40625,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6439450308680534,3.4130859375,0.5644213978084736,0.6436026301234961,7150.618718624115,15278.997249603271,24797.19678878784,20627.027500152588,34473.1953125,1564.232423722744,0.10076940244471189,0.0,0.7483532623446081,0.671536079433281,36.0966796875,17.297149664722383,0.6128887256490998,0.33142862547538243,20.907883415721127,0.057413943571765255,3.4210338372303797,0.0,0.0,0.9971180597011285,0.6911503505919676,1.9456830459281242,0.0,0.0,0.0,1.56467573257396,-0.0011021073700653182,0.29530855764945346,1.5245772235923343,0.04094028793689278,0.0,0.0,36.0,1.0,3.0,79.09720757417381,2.9029721738770604,82.05305765103549,1.816079020500183e-08,1.0,2.807140350341797
18.0,42.0,42.0,1024.0,1.0,4.0,0.0402987457620879,83.48969444818795,0.0004404105548019288,0.2613357681711932,0.2617761787259951,13.328125,15.509765625,0.0,0.0,0.0,0.0,0.0,0.0,13.3505859375,0.7382238212740049,17.431640625,26.927734375,26.927734375,1.0,9.49609375,9.49609375,75875.8828125,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5390622206032276,3.0849609375,0.5639670789823867,0.6506185555481352,5506.75626039505,12241.332777023315,18673.624584197998,17830.70841693878,29366.390625,1576.8954255580902,0.09973923593497602,0.0,0.7382238205173053,0.6781800441676751,36.1943359375,18.834386208094656,0.6133099872386083,0.3342005647427868,21.180559471931762,0.05338768538377771,3.214948763831849,0.0,0.0,1.0525655128161584,0.692096717396232,1.7429489329997967,0.0,0.0,0.0,1.5525439358316362,-0.0002447664737701416,0.4242809135466814,1.5345396026968956,0.03388832649216056,0.0,0.0,16.0,1.0,1.0,80.52950702607632,1.5462119998410344,82.16354815289378,-6.28642737865448e-09,1.0,2.0759100914001465
19.0,42.0,42.0,1024.0,1.0,4.0,-0.018255654097959498,82.56954573839903,0.0005361519797588699,0.2679227777189226,0.26845892969868146,13.6640625,14.9609375,0.0,0.0,0.0,0.0,0.0,0.0,13.69140625,0.7315410703013185,17.294921875,26.779296875,26.779296875,1.0,9.484375,9.484375,76971.4921875,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.548046600073576,3.169921875,0.5651223003224004,0.64950890338514,5526.505990028381,12300.252829551697,18781.58056163788,17939.972354888916,29225.171875,1558.4037992358208,0.09829187388095306,0.0,0.7315410696901381,0.659869750670623,35.8837890625,18.69537873379886,0.610026054258924,0.3315807472972665,21.189528236053384,0.0533683540302438,3.2376469059257995,0.0,0.0,1.048459924320273,0.688004902898664,1.7486903542443897,0.0,0.0,0.0,1.5051416599890217,0.002557186902884175,0.28705160933382373,1.5430425089948319,0.025361922624356607,0.0,0.0,34.0,1.0,3.0,96.57104267505929,2.7428966341540217,99.36699047731236,-2.7474015951156616e-08,0.9999999403953552,1.3747622966766357
20.0,42.0,42.0,1024.0,1.0,4.0,-0.0014308810638839417,82.8348350673914,0.005055147241364466,0.2627718893454585,0.26782703658682294,13.4013671875,12.3662109375,0.0,0.0,0.0,0.0,0.0,0.0,13.6591796875,0.7321729634131771,17.0771484375,27.1181640625,27.1181640625,1.0,10.041015625,10.041015625,73648.25,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6711911335587502,3.455078125,0.5260395898367278,0.6410195239586756,5571.481494665146,12133.81953239441,19010.390959739685,17030.439032554626,27407.578125,1563.7718020677567,0.09701763093471527,0.0,0.7321729628893081,0.6687077841197606,35.9130859375,19.030970473773777,0.6127355367061682,0.33302464699954726,21.153744875800797,0.05296432290039208,3.1904971584176702,0.0,0.0,1.0600441362454227,0.6879960531938649,1.7467484002932072,0.0,0.0,0.0,1.6013443017145619,0.005562234297394752,0.53539237678051,1.6360353469848632,0.03373621199280023,0.0,0.0,20.0,1.0,2.0,76.21987045696005,1.617842554114759,77.89088255818933,7.683411240577698e-09,1.0,0.8238319158554077
21.0,42.0,42.0,1024.0,1.0,4.0,0.04306201145528912,83.55932309105992,0.07058057893846126,0.20398665341417654,0.27456723208888434,10.4033203125,10.8603515625,0.0,0.0,0.0,0.0,0.0,0.0,14.0029296875,0.7254327679111157,16.9091796875,27.3291015625,27.3291015625,1.0,10.419921875,10.419921875,75984.8515625,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7720700185745955,3.798828125,0.4973511937423609,0.6309766794438474,5863.847397327423,13105.42874288559,21243.416347503662,17566.828746795654,28191.3671875,1576.1880483031273,0.09515176057175267,0.0,0.725432767329039,0.6346039931522682,36.173828125,18.66637100558728,0.6066176590975374,0.3291531095164828,21.442622210485855,0.05010812143090108,3.224788491442066,0.0,0.0,1.0471718172416142,0.6916943061013053,1.8218740371299702,0.0,0.0,0.0,1.7041579352226108,0.0007606311153401347,0.2946576462949024,1.7141612242249882,0.032157416729366076,0.0,0.0,34.0,1.0,3.0,94.54881291277707,3.2781896628439426,97.91464989306405,2.7241185307502747e-08,1.0,1.2333413362503052
22.0,42.0,42.0,1024.0,1.0,4.0,0.009453319555772305,83.03771190531552,0.018324908838621923,0.25195310753042577,0.27027801630902104,12.849609375,11.94140625,0.0,0.0,0.0,0.0,0.0,0.0,13.7841796875,0.729721983690979,17.2060546875,26.853515625,26.853515625,1.0,9.6474609375,9.6474609375,75976.5625,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5739255268126726,3.1279296875,0.5565544226847123,0.6481388859101571,5527.626197576523,12512.64344215393,18193.129314422607,18045.102851867676,28234.9453125,1567.527049422264,0.09876679985245573,0.0,0.7297219826723449,0.6567240304866573,36.140625,18.85158379562199,0.60358265589457,0.3276239260449074,21.26259664106197,0.05388000327603261,3.2176170859049154,0.0,0.0,1.0533733604364834,0.6913737465101477,1.7634298882214625,0.0,0.0,0.0,1.6581694709602743,-0.004632274890618939,0.33284919348455244,1.6068646446351083,0.03226016401763885,0.0,0.0,31.0,1.0,2.0,101.16677874000743,2.9632148472592235,104.2180425026454,1.3504177331924438e-08,1.0,1.0120247602462769
23.0,42.0,42.0,1024.0,1.0,4.0,0.035752867413360145,83.47384437546134,0.002470128763889079,0.2752948664692667,0.2777649952331558,14.0400390625,13.4150390625,0.0,0.0,0.0,0.0,0.0,0.0,14.166015625,0.7222350047668442,16.955078125,27.15234375,27.15234375,1.0,10.197265625,10.197265625,73213.5703125,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7581051718443632,3.8681640625,0.5050986766873393,0.6423309980309568,5616.991833925247,12245.277267456055,20067.555705070496,16661.430543899536,26315.65625,1574.910174190998,0.09690774374030298,0.0,0.7222350038646255,0.6611820579564665,36.193359375,19.473096086643636,0.6037741383770481,0.3274147135671228,21.449423685519847,0.051984165582494926,3.1899983390665363,0.0,0.0,1.0750851414143672,0.691564717853312,1.7613234823559145,0.0,0.0,0.0,1.5791373304091394,-0.0007536019639749276,0.36235014702144425,1.5962921820188825,0.025758294290617892,0.0,0.0,38.0,1.0,3.0,79.83926716586575,3.068107029888779,82.960382160265,-1.6996636986732483e-08,1.0,1.2511281967163086
24.0,42.0,42.0,1024.0,1.0,4.0,0.00721662492038402,83.03939877450466,0.005246630096735316,0.2814606136398652,0.2867072437366005,14.3544921875,11.4091796875,0.0,0.0,0.0,0.0,0.0,0.0,14.6220703125,0.7132927562633995,16.505859375,27.572265625,27.572265625,1.0,11.06640625,11.06640625,62677.5546875,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8756832908838987,3.8291015625,0.4759259295533411,0.5957685429602861,4050.1608345508575,9960.000626564026,17269.493717193604,14718.219030380249,22852.40625,1565.8344258666039,0.09833980951225385,0.0,0.7132927554775961,0.6607386090618093,36.126953125,20.6005712300539,0.6142482538707554,0.33184730078210123,21.588081423515327,0.053137333047579144,3.0436726400148837,0.0,0.0,1.1134038768874466,0.6909205655133187,1.5927298875501543,0.0,0.0,0.0,1.5996843953616917,0.008821167796850205,0.30602531135082245,1.6089073061943053,0.0225727504119277,0.0,0.0,20.0,1.0,2.0,75.72428152477369,1.6158063849434257,77.39319977583364,-1.816079020500183e-08,1.0,1.2992810010910034
25.0,42.0,42.0,1024.0,1.0,4.0,0.07643944137015495,84.16324469447136,0.018612133109854767,0.26683132408470556,0.2854434571345337,13.6083984375,11.078125,0.0,0.0,0.0,0.0,0.0,0.0,14.5576171875,0.7145565428654663,16.4384765625,27.955078125,27.955078125,1.0,11.5166015625,11.5166015625,62756.1875,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8721677046269178,3.509765625,0.4618900617642794,0.5613899167510681,3766.225159406662,9700.244524478912,13161.237827301025,14535.349565505981,21956.9921875,1587.338551402092,0.09681726666167378,0.0,0.7145565419923514,0.6527355936414097,36.4970703125,20.30297171510756,0.6125919253681786,0.33160585883888416,21.718037152116175,0.05178749672235767,3.0503927885125903,0.0,0.0,1.1045508566552007,0.6957181022128387,1.574202728969668,0.0,0.0,0.0,1.6337028285488486,-0.0037337787449359893,0.34321566551923754,1.621566994190216,0.031920191347599026,0.0,0.0,50.0,1.0,4.0,75.35145373363048,4.031630603130907,79.43631374510005,3.91155481338501e-08,1.0,2.7025070190429688
26.0,42.0,42.0,1024.0,1.0,4.0,0.005259068261259924,83.05439581722021,0.027765013483076473,0.273571518891913,0.3013365322549362,13.9521484375,10.9228515625,0.0,0.0,0.0,0.0,0.0,0.0,15.3681640625,0.6986634677450638,15.736328125,27.826171875,27.826171875,1.0,12.08984375,12.08984375,62185.0234375,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.983691155910492,3.6826171875,0.42003070333157666,0.539161590510048,3509.529646396637,9373.37773513794,12541.555963039398,14198.606708526611,20859.609375,1564.0706748366356,0.09476317301232484,0.0,0.6986634667264298,0.643146050570067,35.9091796875,20.475995050743222,0.6023284415132366,0.3286114908987656,21.807412582407732,0.04876160746808915,3.0452910785405725,0.0,0.0,1.1099622522056447,0.6876831104647575,1.5540093106425195,0.0,0.0,0.0,1.5933664462063462,0.003992485697381198,0.304281871765852,1.615209698677063,0.06571652344428003,0.0,0.0,16.0,1.0,1.0,74.92101663909853,1.2867320571094751,76.2556771170348,1.5832483768463135e-08,1.0,1.9869582653045654
27.0,42.0,42.0,1024.0,1.0,4.0,-0.0033768796861144527,82.91901528090239,0.021963083014270524,0.281230832419169,0.3031939153734129,14.3427734375,11.08203125,0.0,0.0,0.0,0.0,0.0,0.0,15.462890625,0.6968060846265871,15.5400390625,27.7734375,27.7734375,1.0,12.2333984375,12.2333984375,75348.1484375,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0177732072770596,3.7802734375,0.4305472040141467,0.5478825033060275,4454.826793670654,11349.02998161316,15365.705825805664,15585.877598762512,23847.0078125,1561.6060520410538,0.09603664327369188,0.0,0.6968060833460186,0.6389480612415355,35.9736328125,19.465977701358497,0.6156173565541394,0.3337905188964214,21.835014061906428,0.05036654543059054,3.2282136492724445,0.0,0.0,1.0762411389869126,0.6889723092818809,1.7185686593837823,0.0,0.0,0.0,1.6308645049575716,-0.0025307966861873865,0.3489629290997982,1.621885746717453,0.08960088808089495,0.0,0.0,16.0,1.0,1.0,75.09405336808413,1.2894609039649367,76.43671249877661,2.3283064365386963e-10,1.0,2.0764074325561523
28.0,42.0,42.0,1024.0,1.0,4.0,0.00617049595272616,83.07095197960734,0.01920572995186376,0.2629250739919371,0.2821308038837742,13.4091796875,11.4091796875,0.0,0.0,0.0,0.0,0.0,0.0,14.388671875,0.7178691961162258,16.4677734375,27.529296875,27.529296875,1.0,11.0615234375,11.0615234375,68630.296875,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.818554425612092,3.4384765625,0.4508106164284982,0.5842413541977294,4373.462450265884,10804.858409881592,14705.971985816956,15866.07682800293,23534.6796875,1567.3338022828102,0.10065910342018469,0.0,0.7178691954468377,0.6518432072625728,36.111328125,19.597652091644704,0.6102845560526475,0.33133079775143415,21.431870333006664,0.053071762675608584,3.1329798412730785,0.0,0.0,1.0803162234718677,0.6907100840651947,1.660735852106797,0.0,0.0,0.0,1.639350036624819,0.010856463132720245,0.3440314531326294,1.6212026069038792,0.035871051840092004,0.0,0.0,19.0,1.0,2.0,75.21524277701974,1.5347351632080972,76.7985632349737,-8.149072527885437e-09,1.0,0.9434645771980286
29.0,42.0,42.0,1024.0,1.0,4.0,0.022599647627843115,83.34889817982912,0.006261489203097881,0.2861327944629011,0.2923942836059723,14.5927734375,10.794921875,0.0,0.0,0.0,0.0,0.0,0.0,14.912109375,0.7076057163940277,15.2861328125,28.0068359375,28.0068359375,1.0,12.720703125,12.720703125,92682.890625,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1942380145192146,4.056640625,0.40275441834819503,0.5331281653780024,5887.656560897827,13858.640823364258,19888.031975746155,17608.569484710693,27047.2734375,1571.4147990345955,0.09766451570612844,0.0,0.7076057149388362,0.6509491284668911,36.2568359375,18.009882742539048,0.611069637350738,0.33165317299426533,21.694473724780956,0.0523345492836938,3.4278438854515105,0.0,0.0,1.024513910760509,0.6922617280174552,1.9082918587200344,0.0,0.0,0.0,1.5915872461628169,0.01005402162066988,0.3563600778579712,1.5738906860351562,0.04739878950892268,0.0,0.0,37.0,1.0,3.0,75.23483696300536,2.9846589541994035,78.26749800797552,2.7939677238464355e-09,1.0,1.311575174331665
30.0,42.0,42.0,1024.0,1.0,4.0,-0.0006774526489299916,82.96820244938135,0.0038488052850880194,0.2671568461046263,0.27100565138971433,13.625,11.291015625,0.0,0.0,0.0,0.0,0.0,0.0,13.8212890625,0.7289943486102857,16.275390625,27.2900390625,27.2900390625,1.0,11.0146484375,11.0146484375,99210.03125,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.951464556157589,3.7216796875,0.4531443913001567,0.5760055132559501,7642.546631813049,16376.842816352844,25759.56565475464,20247.476866722107,32816.2265625,1566.7379259467125,0.09974120213155402,0.0,0.7289943477662746,0.6585525481496006,36.173828125,17.160212052986026,0.6159237292595208,0.33435966813704,21.220288400544128,0.055088766371138076,3.4849122526675758,0.0,0.0,0.9920346318235894,0.6914877996435149,2.040002251096795,0.0,0.0,0.0,1.6024753694655374,0.0035079757396418313,0.3303193590388848,1.6208081268347228,0.036731985182716295,0.0,0.0,52.0,1.0,4.0,74.93412062572315,4.193935105577111,79.17557688197121,-1.0011717677116394e-08,1.0,0.1646532416343689
31.0,42.0,42.0,1024.0,1.0,4.0,-0.02252814534576838,82.61855262331665,0.008329503983986797,0.2609145052392705,0.26924400916323066,13.306640625,11.953125,0.0,0.0,0.0,0.0,0.0,0.0,13.7314453125,0.7307559908367693,16.888671875,26.638671875,26.638671875,1.0,9.75,9.75,99900.5546875,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.749804401770234,3.482421875,0.5333575308031868,0.6161426990292966,7986.955047130585,16821.548872947693,27261.345883369446,20864.139324188232,34485.3359375,1559.7914281487465,0.09936876288338681,0.0,0.7307559897308238,0.6620328604039969,35.8408203125,17.226648019626737,0.6087143972399645,0.329205863061361,21.11191668209284,0.05297352264497436,3.486118270882007,0.0,0.0,0.9940993818730486,0.6867881058016092,2.0421007878718287,0.0,0.0,0.0,1.6249902076087892,-0.004645055276341736,0.3710457901470363,1.6142352353781462,0.017335819255094975,0.0,0.0,64.0,0.0,4.0,75.27107071131468,5.168162783142179,80.49233511462808,-2.7939677238464355e-09,1.0,-0.6663185954093933
