ue_idx,serving_cell,demand_active,served_this_tti,assigned_prg_count,planned_selected_slot_count,planned_selected_slot_this_tti,planned_served_this_tti,planned_assigned_prg_count,accepted_pre_pdsch_diagnostics_available,accepted_pre_pdsch_served_this_tti,accepted_pre_pdsch_assigned_prg_count,actual_diagnostics_available,actual_served_this_tti,actual_goodput_served_this_tti,actual_assigned_prg_count,actual_served_bytes,actual_goodput_bytes,actual_tb_tx_count,actual_tb_err_count,backlog_bytes,hol_delay_ms,ttl_slack_ms,recent_scheduled_ratio_feat,recent_goodput_deficit_norm_feat,no_service_streak,no_goodput_streak,planned_accepted_pre_pdsch_prg_delta,accepted_pre_pdsch_actual_prg_delta,planned_but_pre_pdsch_dropped_this_tti,accepted_pre_pdsch_but_final_dropped_this_tti,planned_native_prg_delta,planned_but_native_dropped_this_tti,recent100_demand_tti,recent100_served_tti,recent100_goodput_served_tti,recent100_service_rate,recent100_goodput_service_rate,recent100_backlog_demand_mean_bytes,recent100_unserved_backlog_mean_bytes,recent100_effective_prg_mean,recent100_goodput_bytes_mean,recent100_debt_score_bytes
0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7424.0,7424.0,1.0,0.0,6000.0,0.5,199.5,0.3433530032634735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,31.0,26.0,0.4920634925365448,0.4126984179019928,7462.09521484375,3984.126953125,0.4099999964237213,2714.0,7507.9365234375
1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3104.0,1.0,199.0,0.47420763969421387,0.17850574851036072,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,47.0,41.0,0.5595238208770752,0.488095223903656,6283.8095703125,3316.666748046875,1.690000057220459,2405.0400390625,4954.67529296875
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.3937244117259979,0.036928530782461166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,34.0,30.0,0.6538461446762085,0.5769230723381042,4955.384765625,2167.6923828125,0.5899999737739563,2340.0,2167.6923828125
3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12000.0,12000.0,1.0,0.0,3000.0,0.5,199.5,0.27508461475372314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,31.0,29.0,0.5438596606254578,0.5087719559669495,6915.78955078125,3157.894775390625,0.44999998807907104,2820.0,4631.5791015625
4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.5,199.5,0.37988921999931335,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,38.0,38.0,0.59375,0.59375,6291.0,2348.625,0.5299999713897705,2820.0,3603.048828125
5.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,5896.0,5896.0,1.0,0.0,16512.0,1.5,198.5,0.5209362506866455,0.06256279349327087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,46.0,40.0,0.5227272510528564,0.4545454680919647,8044.63623046875,4785.36376953125,1.5,2362.8798828125,13791.908203125
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.3526034355163574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,27.0,24.0,0.5,0.4444444477558136,6831.111328125,3665.185302734375,0.3100000023841858,2370.0,3665.185302734375
7.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12000.0,12000.0,1.0,0.0,6000.0,1.0,199.0,0.2675589919090271,0.2621729075908661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,30.0,28.0,0.6521739363670349,0.6086956262588501,6109.5654296875,2128.173828125,0.7300000190734863,2615.52001953125,4476.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.32328107953071594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,31.0,29.0,0.5535714030265808,0.5178571343421936,8350.0,4449.28564453125,0.5899999737739563,2743.1201171875,4449.28564453125
9.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,8656.0,8656.0,1.0,0.0,36992.0,7.0,193.0,0.4115475118160248,0.34749549627304077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,57.0,53.0,0.581632673740387,0.5408163070678711,12939.1015625,5531.67333984375,1.1799999475479126,2526.9599609375,22517.796875
10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15712.0,3.0,197.0,0.5498186349868774,0.15856312215328217,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,57.0,52.0,0.5699999928474426,0.5199999809265137,36779.28125,18084.560546875,1.4299999475479126,3106.719970703125,25882.583984375
11.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1984.0,1984.0,1.0,0.0,24496.0,4.5,195.5,0.6655425429344177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,64.0,56.0,0.6399999856948853,0.5600000023841858,31961.599609375,13114.7197265625,1.7699999809265137,2833.43994140625,23892.9609375
