ue_idx,serving_cell,demand_active,served_this_tti,assigned_prg_count,planned_selected_slot_count,planned_selected_slot_this_tti,planned_served_this_tti,planned_assigned_prg_count,accepted_pre_pdsch_diagnostics_available,accepted_pre_pdsch_served_this_tti,accepted_pre_pdsch_assigned_prg_count,actual_diagnostics_available,actual_served_this_tti,actual_goodput_served_this_tti,actual_assigned_prg_count,actual_served_bytes,actual_goodput_bytes,actual_tb_tx_count,actual_tb_err_count,backlog_bytes,hol_delay_ms,ttl_slack_ms,recent_scheduled_ratio_feat,recent_goodput_deficit_norm_feat,no_service_streak,no_goodput_streak,planned_accepted_pre_pdsch_prg_delta,accepted_pre_pdsch_actual_prg_delta,planned_but_pre_pdsch_dropped_this_tti,accepted_pre_pdsch_but_final_dropped_this_tti,planned_native_prg_delta,planned_but_native_dropped_this_tti,recent100_demand_tti,recent100_served_tti,recent100_goodput_served_tti,recent100_service_rate,recent100_goodput_service_rate,recent100_backlog_demand_mean_bytes,recent100_unserved_backlog_mean_bytes,recent100_effective_prg_mean,recent100_goodput_bytes_mean,recent100_debt_score_bytes
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9000.0,1.5,198.5,0.3334147036075592,0.3003806173801422,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,30.0,26.0,0.517241358757019,0.4482758641242981,7248.1376953125,4018.06884765625,0.36000001430511475,2280.0,9253.0927734375
1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.6184807419776917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,58.0,54.0,0.6744186282157898,0.6279069781303406,4635.3486328125,1094.8836669921875,1.940000057220459,2986.080078125,1094.8836669921875
2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6000.0,6000.0,1.0,0.0,6000.0,2.0,198.0,0.25852489471435547,0.08239265531301498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,29.0,26.0,0.5272727012634277,0.4727272689342499,5302.83642578125,2018.1817626953125,0.6899999976158142,2430.0,5181.81787109375
3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2448.0,1.0,199.0,0.3544982671737671,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,34.0,29.0,0.5964912176132202,0.5087719559669495,6575.017578125,2451.368408203125,0.5400000214576721,3030.0,3763.51123046875
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.3694536089897156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,35.0,32.0,0.6481481194496155,0.5925925970077515,5216.14794921875,1705.3333740234375,0.47999998927116394,2835.840087890625,1705.3333740234375
5.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,7432.0,7432.0,1.0,0.0,13080.0,1.5,198.5,0.3239174783229828,0.41026952862739563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,43.0,40.0,0.5375000238418579,0.5,5079.10009765625,1831.5999755859375,1.4700000286102295,2384.320068359375,8371.599609375
6.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2272.0,2272.0,1.0,0.0,2272.0,0.5,199.5,0.254163533449173,0.11220280081033707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,27.0,25.0,0.4153846204280853,0.38461539149284363,6340.7998046875,3241.476806640625,0.33000001311302185,2420.080078125,4639.630859375
7.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,9000.0,9000.0,1.0,0.0,6000.0,1.0,199.0,0.28127652406692505,0.06874733418226242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,31.0,30.0,0.5636363625526428,0.5454545617103577,5345.45458984375,1854.54541015625,0.8600000143051147,2730.0,4581.818359375
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.3849591016769409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,35.0,31.0,0.6481481194496155,0.5740740895271301,6802.81494140625,2555.5556640625,0.6800000071525574,2970.0,2555.5556640625
9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,0.5,199.5,0.3854677081108093,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,36.0,34.0,0.52173912525177,0.49275362491607666,5008.4638671875,1932.6376953125,0.5699999928474426,2690.159912109375,5025.87744140625
10.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,4488.0,4488.0,1.0,0.0,24088.0,4.0,196.0,0.6649283766746521,0.034564338624477386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,74.0,68.0,0.7400000095367432,0.6800000071525574,17949.6796875,5071.83984375,1.4800000190734863,2547.52001953125,12780.0
