ue_idx,serving_cell,demand_active,served_this_tti,assigned_prg_count,planned_selected_slot_count,planned_selected_slot_this_tti,planned_served_this_tti,planned_assigned_prg_count,accepted_pre_pdsch_diagnostics_available,accepted_pre_pdsch_served_this_tti,accepted_pre_pdsch_assigned_prg_count,actual_diagnostics_available,actual_served_this_tti,actual_goodput_served_this_tti,actual_assigned_prg_count,actual_served_bytes,actual_goodput_bytes,actual_tb_tx_count,actual_tb_err_count,backlog_bytes,hol_delay_ms,ttl_slack_ms,recent_scheduled_ratio_feat,recent_goodput_deficit_norm_feat,no_service_streak,no_goodput_streak,planned_accepted_pre_pdsch_prg_delta,accepted_pre_pdsch_actual_prg_delta,planned_but_pre_pdsch_dropped_this_tti,accepted_pre_pdsch_but_final_dropped_this_tti,planned_native_prg_delta,planned_but_native_dropped_this_tti,recent100_demand_tti,recent100_served_tti,recent100_goodput_served_tti,recent100_service_rate,recent100_goodput_service_rate,recent100_backlog_demand_mean_bytes,recent100_unserved_backlog_mean_bytes,recent100_effective_prg_mean,recent100_goodput_bytes_mean,recent100_debt_score_bytes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.30699923634529114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,29.0,28.0,0.37662336230278015,0.3636363744735718,6081.76611328125,2691.32470703125,0.4000000059604645,2957.199951171875,2691.32470703125
1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,136.0,136.0,1.0,0.0,136.0,1.0,199.0,0.5910274982452393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,57.0,55.0,0.6404494643211365,0.617977499961853,5897.43798828125,1938.516845703125,1.7899999618530273,2935.679931640625,1990.471923828125
2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9000.0,1.5,198.5,0.22229371964931488,0.32909080386161804,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,25.0,23.0,0.3787878751754761,0.3484848439693451,5607.27294921875,3313.939453125,0.5199999809265137,2190.0,9452.9033203125
3.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,12000.0,12000.0,1.0,0.0,12000.0,1.5,198.5,0.23476918041706085,0.13366518914699554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,32.0,30.0,0.4776119291782379,0.447761207818985,7517.97021484375,3456.358154296875,0.5299999713897705,2820.0,10083.2236328125
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.3279668986797333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,26.0,24.0,0.3611111044883728,0.3333333432674408,6792.22216796875,3910.333251953125,0.4000000059604645,2752.719970703125,3910.333251953125
5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.505303680896759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,53.0,51.0,0.5824176073074341,0.5604395866394043,6536.087890625,1817.3187255859375,1.7200000286102295,2936.56005859375,1817.3187255859375
6.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9000.0,9000.0,1.0,0.0,3000.0,0.5,199.5,0.2822127938270569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,27.0,26.0,0.4354838728904724,0.4193548262119293,6917.0322265625,3192.38720703125,0.33000001311302185,3150.0,4934.32275390625
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.27497628331184387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,29.0,25.0,0.5799999833106995,0.5,6480.0,2760.0,0.8600000143051147,2520.0,2760.0
8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,1.0,199.0,0.2028959095478058,0.14257192611694336,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,28.0,24.0,0.4590163826942444,0.39344263076782227,8324.0654296875,4242.09814453125,0.5600000023841858,2940.0,8039.0712890625
9.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1504.0,1504.0,1.0,0.0,1504.0,0.5,199.5,0.32645681500434875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,26.0,24.0,0.4262295067310333,0.39344263076782227,6434.2294921875,3393.442626953125,0.4399999976158142,2220.0,4305.705078125
