ue_idx,serving_cell,demand_active,served_this_tti,assigned_prg_count,planned_selected_slot_count,planned_selected_slot_this_tti,planned_served_this_tti,planned_assigned_prg_count,accepted_pre_pdsch_diagnostics_available,accepted_pre_pdsch_served_this_tti,accepted_pre_pdsch_assigned_prg_count,actual_diagnostics_available,actual_served_this_tti,actual_goodput_served_this_tti,actual_assigned_prg_count,actual_served_bytes,actual_goodput_bytes,actual_tb_tx_count,actual_tb_err_count,backlog_bytes,hol_delay_ms,ttl_slack_ms,recent_scheduled_ratio_feat,recent_goodput_deficit_norm_feat,no_service_streak,no_goodput_streak,planned_accepted_pre_pdsch_prg_delta,accepted_pre_pdsch_actual_prg_delta,planned_but_pre_pdsch_dropped_this_tti,accepted_pre_pdsch_but_final_dropped_this_tti,planned_native_prg_delta,planned_but_native_dropped_this_tti,recent100_demand_tti,recent100_served_tti,recent100_goodput_served_tti,recent100_service_rate,recent100_goodput_service_rate,recent100_backlog_demand_mean_bytes,recent100_unserved_backlog_mean_bytes,recent100_effective_prg_mean,recent100_goodput_bytes_mean,recent100_debt_score_bytes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.22783523797988892,0.09165315330028534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,24.0,22.0,0.3243243098258972,0.29729729890823364,6775.13525390625,3579.027099609375,0.33000001311302185,2477.199951171875,3579.027099609375
1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1712.0,0.5,199.5,0.5648174285888672,0.16190257668495178,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,63.0,58.0,0.6774193644523621,0.6236559152603149,6363.35498046875,1689.3763427734375,1.7899999618530273,2693.280029296875,2357.01416015625
2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,0.5,199.5,0.21576780080795288,0.2641018331050873,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,25.0,24.0,0.43103447556495667,0.4137931168079376,6239.03466796875,2896.5517578125,0.5099999904632568,2430.0,6477.9306640625
3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9000.0,9000.0,1.0,0.0,3000.0,1.0,199.0,0.21290697157382965,0.1618364453315735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,25.0,23.0,0.390625,0.359375,7330.875,3527.875,0.4000000059604645,3360.0,5449.75
4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4504.0,2.0,198.0,0.2627815306186676,0.014960924163460732,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,28.0,26.0,0.3684210479259491,0.34210526943206787,6831.052734375,3194.631591796875,0.41999998688697815,2685.760009765625,6342.52294921875
5.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,6.0,8976.0,8976.0,1.0,0.0,13896.0,1.5,198.5,0.6119682192802429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,58.0,57.0,0.6041666865348816,0.59375,6472.33349609375,1358.4166259765625,1.7599999904632568,3218.719970703125,7003.66650390625
6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2384.0,0.5,199.5,0.2319079488515854,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,23.0,22.0,0.3194444477558136,0.3055555522441864,7758.22216796875,4328.0,0.2800000011920929,2886.159912109375,6043.39111328125
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.3268243968486786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,28.0,25.0,0.42424243688583374,0.3787878751754761,6298.181640625,3034.9091796875,0.49000000953674316,2766.56005859375,3034.9091796875
8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,1.0,199.0,0.21380093693733215,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,24.0,24.0,0.3870967626571655,0.3870967626571655,7566.193359375,3567.0966796875,0.44999998807907104,2820.0,7389.40625
9.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,2.0,198.0,0.22541603446006775,0.18348826467990875,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,26.0,24.0,0.3333333432674408,0.3076923191547394,5965.94873046875,3275.58984375,0.38999998569488525,2520.0,12046.61328125
